domain	phylum	category	COG0085_score	PF09723.9	PF06677.11	PF04561.13	PF04565.15	PF12760.6	PF01551.21	PF07697.10	PF13240.5	PF02132.14	PF14319.5	PF02318.15	PF11181.7	PF07295.10	PF12773.6	TIGR03831	PF07282.10	TIGR04165	PF10080.8	PF08792.9	PF08772.10	TIGR02605	TIGR02386	TIGR02384	PF04563.14	TIGR02388	PF04560.19	PF09297.10	TIGR02013	qlen	PF13597.5	PF00364.21	TIGR03670	PF14803.5	PF03604.12	PF04567.16	PF00562.27	PF08271.11	PF06883.11	PF10385.8	PF13375.5	PF04566.12	PF13248.5	PF13533.5	predicted
BAL28538.1	Bacteria	Terrabacteria group	BH	2010.3	0	0	197	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.2	0	88.6	0	1731.3	1102	0	0	247.3	0	0	0	527.8	0	0	68.6	0	0	0	0	BH
BAL31707.1	Bacteria	Terrabacteria group	BH	2010.3	0	0	197	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.2	0	88.6	0	1731.3	1102	0	0	247.3	0	0	0	527.8	0	0	68.6	0	0	0	0	BH
BAL34876.1	Bacteria	Terrabacteria group	BH	2010.3	0	0	197	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.2	0	88.6	0	1731.3	1102	0	0	247.3	0	0	0	527.8	0	0	68.6	0	0	0	0	BH
BAL81275.1	Bacteria	Caldiserica	BH	1640.7	0	0	73.1	96.1	0	0	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2	0	79.3	0	1350.4	1398	0	0	271.4	0	0	0	462.7	0	0	87.9	11	0	0	0	BH
BAM01859.1	Bacteria	Terrabacteria group	BH	2058.1	0	0	119.8	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.2	0	94.3	0	1662.5	1305	0	0	264.9	0	0	0	523.7	0	0	61	0	0	0	0	BH
BAM04604.1	Bacteria	PVC group	BH	1736.5	0	0	81.5	94.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.3	0	84.2	0	1519.9	1271	0	0	234.8	0	0	0	489.1	0	0	42.9	15.4	0	0	0	BH
BAM06077.1	Bacteria	Nitrospirae	NH	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.5	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NH
BAM06579.1	Bacteria	Nitrospirae	BH	2024.8	0	0	99	105.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9	105.1	13.2	87.7	0	1757.4	1719	0	0	274.9	0	0	0	536.5	0	0	72.2	0	0	0	0	BH
BAM70202.1	Archaea	Euryarchaeota	BH	1044.3	0	13.7	90.9	91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.5	0	105.6	0	378.3	1117	0	0	1038.3	0	0	48.8	452.6	0	0	17	0	77.8	0	0	BH
BAO00031.1	Bacteria	Proteobacteria	BH	2093.6	0	0	90.1	105.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.6	0	92.8	0	1915.5	1342	0	0	244.3	0	0	0	526.6	0	0	86.2	0	0	0	0	BH
BAP17258.1	Bacteria	Terrabacteria group	BH	2006	0	0	184.6	101.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.5	0	89.3	0	1722.4	1102	0	0	245.5	0	0	0	528.1	0	0	60.1	0	0	0	0	BH
BAP17973.1	Bacteria	Terrabacteria group	NH	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NH
BAQ34485.1	Bacteria	Terrabacteria group	BH	2001.7	0	0	114.5	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7	0	91.4	0	1589.4	1272	0	0	257.2	0	0	0	564.5	0	0	75.7	0	0	0	0	BH
BAS31648.1	Bacteria	Terrabacteria group	BH	2003.2	0	0	113.7	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6	0	91.4	0	1588.2	1273	0	0	255.5	0	0	0	563.3	0	0	77.8	0	0	0	0	BH
BAU22530.1	Bacteria	Thermodesulfobacteria	BH	1950.5	0	0	90.9	96.8	0	0	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9	0	76.9	15.1	85.3	0	1713.6	1361	0	0	252.6	0	0	0	531.7	0	0	64.3	0	0	0	13.6	BH
BAV58639.1	Bacteria	Elusimicrobia	BH	1896.1	0	0	77.1	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.3	0	90.3	0	1640.3	1257	0	0	236.1	0	0	0	494.6	0	0	82.7	14.4	0	0	0	BH
BAV91795.1	Bacteria	Proteobacteria	BH	2062.5	0	0	90.4	101.5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.1	0	87.9	0	1776.9	1378	0	0	255.1	0	0	0	527.5	0	0	65.4	0	0	0	0	BH
BAW01833.1	Bacteria	Terrabacteria group	BH	1843	0	0	43.2	101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.2	0	91.5	0	1477.1	1119	0	0	257.7	0	0	0	508.3	0	0	87.4	0	0	0	11.5	BH
BAW18562.1	Bacteria	Terrabacteria group	BH	1629.1	0	0	49.2	97.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.8	0	73.6	0	1283.6	1205	0	0	268.3	0	0	0	502.2	0	0	51.6	0	0	0	15.9	BH
BAW82414.1	Bacteria	Proteobacteria	BH	2089	0	0	89.7	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.2	0	90.5	0	1820	1373	0	0	235	0	0	0	526.2	0	0	71.9	0	0	0	0	BH
BAX67503.1	Bacteria	Terrabacteria group	BH	2146.9	0	0	114.9	102.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.8	0	94.1	0	1723.8	1197	0	0	294.5	0	0	0	539.2	0	0	89.3	0	0	0	0	BH
BAZ99075.1	Archaea	Euryarchaeota	BH	1036.8	0	14.8	88.5	91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.5	0	105.5	0	372.2	1117	0	0	1042.2	0	0	48.4	449.4	0	0	15.6	0	79	0	0	BH
BBA49853.1	Bacteria	Fusobacteria	BH	1974.8	0	0	90	105.3	0	13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4	0	89.9	0	89.3	0	1803.4	1166	0	0	285	0	0	0	529.8	0	0	63.8	0	0	0	0	BH
BBBG01000024.1_44	Archaea	Euryarchaeota	BH	597.2	0	0	56.8	35.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.7	0	88.2	0	165.7	965	0	0	561.2	0	0	32.8	226.9	0	0	0	0	0	0	0	NH
BBBY01000012.1_56	Archaea	TACK group	BH	936.8	0	0	126.4	72.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.8	0	102.1	0	308.8	1012	0	0	856.8	0	0	0	425.1	0	0	0	0	32.3	0	0	BH
BBBZ01000010.1_51	Archaea	TACK group	BH	952.5	0	0	75.3	90.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.6	0	107.8	0	333.4	1157	0	0	993.2	0	0	28.6	419.7	0	0	0	0	69.2	0	0	BH
BBCL01000001.1_177	Archaea	TACK group	BH	984.2	0	0	118.8	72.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.9	0	102.5	0	312	1086	0	0	1012.5	0	0	39.4	429.1	0	0	13.3	0	73	0	0	BH
BBJN01000009.1_19	Archaea	Euryarchaeota	BH	959.6	0	0	96.5	84.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.1	0	87.8	0	339.7	1132	0	0	999.7	0	0	39.3	428.4	0	0	0	0	76	0	0	BH
BBJO01000003.1_254	Archaea	Euryarchaeota	BH	910.8	0	0	91.5	85.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.2	0	87.3	0	334.2	1032	0	0	1002.4	0	0	33.7	426.7	0	0	0	0	77.9	0	0	BH
BBJP01000036.1_45	Archaea	Euryarchaeota	BH	928.4	0	0	89.6	85.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	83.9	0	324.2	1130	0	0	994.8	0	0	36.7	422.5	0	0	0	0	74.9	0	0	BH
BBMO01000002.1_835	Archaea	Euryarchaeota	BH	968.5	0	11.3	95.8	84.9	0	0	0	6	0	0	0	0	0	0	0	17.1	0	0	0	14.4	0	0	0	166.9	0	102.4	10.9	325.7	1130	0	0	1021.6	0	0	33.5	427.4	8	0	0	0	77	5.1	0	BH
BBMP01000022.1_826	Archaea	Euryarchaeota	BH	960.9	10.8	9.6	87.3	85.6	0	0	0	0	0	0	0	0	0	0	6.3	16.1	0	0	0	14.6	0	0	0	164.9	0	103.3	9.8	332.7	1130	0	0	1015.9	0	0	35.1	427.2	7.8	0	0	0	72.7	4.9	0	BH
BCLI01000001.1_299	Archaea	TACK group	BH	1066.1	0	0	111.2	97.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.3	0	105.1	0	389.9	1139	0	0	999.6	0	0	41.6	442.6	0	0	0	0	73.7	0	0	BH
BCMZ01000001.1_182	Archaea	Euryarchaeota	BH	959.1	0	10.4	99.3	84.9	0	0	0	0	0	0	0	0	0	0	0	13.1	0	0	0	0	0	0	0	167.7	0	106.1	9.1	331.8	1128	0	0	1006.2	0	0	33.6	423	12	0	0	0	76.5	0	0	BH
BCNA01000001.1_2108	Archaea	Euryarchaeota	BH	955.8	0	9.7	93.9	84.9	0	0	0	0	0	0	0	0	0	11.6	0	13.9	0	0	0	13.1	0	0	0	165.4	0	105.1	9.6	328.8	1129	0	0	1029.4	0	0	32.1	424.6	0	0	0	0	75.2	0	0	BH
BCNB01000006.1_903	Archaea	Euryarchaeota	BH	954.7	0	9.7	92.1	84.9	0	0	0	0	0	0	0	0	0	11.6	0	13.9	0	0	0	13.1	0	0	0	165.4	0	105.1	9.6	328.4	1129	0	0	1030.9	0	0	31.7	425.8	0	0	0	0	75.2	0	0	BH
BCNW01000001.1_981	Archaea	Euryarchaeota	BH	978.3	0	11	66.3	90.9	0	0	0	0	0	0	0	0	9.4	0	0	0	0	0	0	0	0	0	0	168.2	0	104.3	0	336.4	1127	0	0	986.1	0	13.6	38	432	0	0	0	0	71.6	0	0	BH
BCNX01000012.1_43	Archaea	Euryarchaeota	BH	971	0	14.4	66.3	91.1	0	0	0	0	0	0	0	0	9.4	0	0	0	0	0	0	0	0	0	0	172.3	0	105.1	0	337.4	1117	0	0	999.8	0	0	36.9	432.1	0	0	0	0	73.3	0	0	BH
BCNY01000015.1_653	Archaea	Euryarchaeota	BH	951.7	0	12.5	61.9	90.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.5	0	105.3	0	322.1	1117	0	0	986	0	0	33.9	422.1	0	0	0	0	76.9	0	0	BH
BDJH01000002.1_1713	Archaea	Euryarchaeota	BH	963.3	0	9.7	86.7	85.5	0	0	0	0	0	0	0	0	0	0	0	12.9	0	0	0	0	0	0	0	169.6	0	105.9	8.5	334.9	1128	0	0	1020.1	0	0	34.4	431	0	0	0	0	76	0	0	BH
CAB49536.1	Archaea	Euryarchaeota	BH	1099.9	0	16	134.4	103.5	0	0	0	0	11	12.3	0	0	0	0	15.9	10.6	14.5	0	0	16.1	0	0	0	180.2	0	108.5	0	359.6	1117	13.1	0	1073.4	0	0	41.2	441.9	10.4	0	0	0	73.8	0	0	BH
CAC11534.1	Archaea	Euryarchaeota	BH	1028.7	0	0	80.5	90.2	9.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.6	0	89	0	340.9	1195	0	0	1015	0	0	51.2	427.8	6.3	0	0	0	72	0	0	BH
CAC45927.1	Bacteria	Proteobacteria	BH	2184.1	0	0	96.2	109.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	119.5	0	93	0	1946.7	1380	0	0	249.2	0	0	0	555.2	0	0	85.7	0	0	0	0	BH
CAD74221.1	Bacteria	PVC group	BH	1833.3	0	0	77	99.8	0	16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.7	0	83.8	0	1597.9	1261	0	0	265.9	0	0	0	515.3	0	0	58	16.5	0	0	11.2	BH
CAE07128.1	Bacteria	Terrabacteria group	BH	1962.1	0	0	157	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.9	0	87.9	0	1663.3	1097	0	0	241.4	0	0	0	511.9	0	0	52.7	0	0	0	0	BH
CAE30516.1	Bacteria	Proteobacteria	BH	2093.6	0	0	88.5	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3	0	125.2	16.3	90.8	0	1833.7	1378	0	0	228	0	0	0	532.3	0	0	88	0	0	0	0	BH
CAE39755.1	Bacteria	Proteobacteria	BH	2088.4	0	0	87.3	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3	0	125.2	16.3	90.8	0	1828.5	1378	0	0	228.3	0	0	0	531.7	0	0	88	0	0	0	0	BH
CAE40394.1	Bacteria	Proteobacteria	BH	2092.8	0	0	88.5	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2	0	125.3	16.3	90.8	0	1833.7	1370	0	0	228	0	0	0	532.4	0	0	88	0	0	0	0	BH
CAE80754.1	Bacteria	Proteobacteria	BH	2124.2	0	0	93.2	109.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	114.9	0	87.7	0	1855.4	1422	0	0	238.3	0	0	0	543.9	0	0	58.3	0	0	0	0	BH
CAF30918.1	Archaea	Euryarchaeota	BH	1003	11.1	0	99.1	95.3	0	0	0	0	0	13.2	0	0	0	12.5	0	0	0	0	0	0	0	0	0	176.7	0	97	0	342.6	1110	0	0	1000.4	12.7	0	43.6	421.4	12.3	0	14.9	0	77.5	7.8	0	BH
CAG35846.1	Bacteria	Proteobacteria	BH	2025.1	0	0	91.7	110.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.6	0	85.2	0	1773.5	1360	0	0	248.8	0	0	0	520.8	0	0	55.2	0	0	0	0	BH
CAH11535.1	Bacteria	Proteobacteria	BH	2144.8	0	0	102.3	102.3	0	0	11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	141.5	0	91.3	0	1905.2	1368	0	0	250.2	0	0	0	545.5	0	0	85	0	0	0	0	BH
CAH19523.1	Bacteria	Proteobacteria	BH	2143.5	0	0	94.4	106.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1	195.8	0	96.5	0	1972.8	1342	0	0	254.4	0	0	0	538.2	0	0	95.5	0	0	0	0	BH
CAI08275.1	Bacteria	Proteobacteria	BH	2103	0	0	65.6	109.7	0	0	11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1	0	134.8	22.4	93.8	0	1840.1	1377	0	0	243.3	0	0	0	537.4	0	0	85.6	11.8	0	0	0	BH
CAI38025.1	Bacteria	Terrabacteria group	BH	2052	0	0	97	98.1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.3	0	94.1	0	1695.2	1164	0	0	248.6	0	0	0	525.9	0	0	92.9	12	0	0	12.5	BH
CAI48147.1	Archaea	Euryarchaeota	BH	967.6	0	0	93.5	85.5	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	169.2	0	105.4	9.1	333.5	1131	0	0	1026.7	0	0	35.3	432.8	0	0	0	0	74.2	0	0	BH
CAI82766.1	Bacteria	Terrabacteria group	BH	2002.4	0	0	114.7	102.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6	0	91.4	0	1587.8	1273	0	0	255.5	0	0	0	563.3	0	0	77.8	0	0	0	0	BH
CAJ35323.1	Archaea	Euryarchaeota	BH	972.1	18.6	17.1	89.7	89.6	0	0	0	4.7	0	0	0	0	0	0	0	13.9	0	0	0	13.1	12.5	0	0	185.1	0	103.1	0	307.7	1121	0	0	1003.3	0	10.6	39.4	416.4	4.6	0	0	0	76.9	7.1	0	BH
CAJ47597.1	Bacteria	Proteobacteria	BH	2090	0	0	87.4	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8	0	125.5	17.9	90.9	0	1825.2	1378	0	0	230.5	0	0	0	528.3	0	0	86.3	12.1	0	0	0	BH
CAJ53492.1	Archaea	Euryarchaeota	BH	962.9	0	0	93	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.9	0	88.3	0	337	1136	0	0	999.6	0	0	36.2	428.5	0	0	0	0	76.5	0	0	BH
CAJ54959.1	Bacteria	Proteobacteria	BH	2066	0	0	92	101.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.8	0	87.8	0	1773.6	1373	0	0	256.2	0	0	0	520.7	0	0	63.4	0	0	0	0	BH
CAJE01000020.1_60	Archaea	Euryarchaeota	BH	984.8	6.4	0	96.9	89.7	0	0	0	0	0	0	0	0	0	0	0	10.3	0	0	0	0	0	0	0	121.8	0	94.6	0	336.1	1199	0	0	978	0	6.1	49.1	426.7	0	0	0	0	66.2	0	0	BH
CAL96040.1	Bacteria	Proteobacteria	BH	2106.2	0	0	75.3	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9	0	134.4	27.6	94.9	0	1840	1377	0	0	247.7	0	0	0	542.3	0	0	83.1	0	0	0	0	BH
CAO80358.1	Bacteria	FCB group	BH	1868.2	0	0	105.7	93.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.3	0	82.2	0	1642.2	1258	0	0	276.3	0	0	0	503.5	0	0	73.4	16.2	0	0	0	BH
CAP15004.1	Archaea	Euryarchaeota	BH	950.1	0	10.4	101.6	84.9	0	0	0	0	0	0	0	0	0	0	0	12.8	0	0	0	0	0	0	0	164.7	0	107	9.2	328.5	1131	0	0	1012.1	0	0	31.3	423	12.1	0	0	0	74.8	0	0	BH
CAP45317.1	Bacteria	Proteobacteria	BH	2093.8	0	0	88.2	109.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	0	126.3	17.4	91.3	0	1830.8	1370	0	0	228.9	0	0	0	531	0	0	89.2	0	0	0	0	BH
CAP52831.1	Bacteria	Proteobacteria	BH	2086.8	0	0	85.8	101.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8	0	142.3	0	94.2	0	1836.4	1387	0	0	237.3	0	0	0	530.5	0	0	79.8	0	0	0	0	BH
CAQ44468.1	Bacteria	Proteobacteria	BH	2080.8	0	0	82.8	102.9	0	0	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.7	0	139.1	0	94.6	0	1825.9	1388	0	0	241.9	0	0	0	527.7	0	0	80.4	0	0	0	0	BH
CAR45495.1	Bacteria	Proteobacteria	BH	2140.5	0	0	104.5	106.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.8	0	97	0	1965.7	1342	0	0	239.8	0	0	0	534.7	0	0	91.6	0	0	0	0	BH
CAV20259.1	Bacteria	Proteobacteria	BH	2109.4	0	0	98.9	100.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.6	0	96.4	0	1904.9	1374	0	0	228.2	0	0	0	524.1	0	0	81.1	0	0	0	0	BH
CAX29831.1	Bacteria	Proteobacteria	BH	3949.1	0	0	100	102.7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671.8	0	77.7	622.8	89.3	0	1866.1	2890	0	0	228.5	0	0	0	495.3	0	0	65	15.3	0	0	0	BH
CAX49117.1	Bacteria	Proteobacteria	BH	2100.3	0	0	72.7	107.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.5	0	94.3	0	1822.6	1392	0	0	239.8	0	0	0	526.2	0	0	87.8	0	0	0	0	BH
CAX54006.1	Bacteria	Proteobacteria	BH	2146.1	0	0	92.2	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8	191.7	0	97	0	1974	1342	0	0	252.3	0	0	0	538.3	0	0	98.6	0	0	0	0	BH
CAZ94715.1	Bacteria	FCB group	BH	1986.9	0	0	109.4	105.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.5	0	88.3	0	1852.2	1269	0	14.7	259	0	0	0	516.1	0	0	77.8	12.5	0	0	13.6	BH
CBA08472.1	Bacteria	Proteobacteria	BH	2099.1	0	0	75.2	107.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.5	0	93	0	1822	1392	0	0	241.4	0	0	0	526.9	0	0	87.8	0	0	0	0	BH
CBA15036.1	Bacteria	Proteobacteria	BH	2079.7	0	0	83.4	100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3	0	137.9	0	94.2	0	1830.3	1383	0	0	234	0	0	0	527.5	0	0	82.3	0	0	0	0	BH
CBA19181.1	Bacteria	Proteobacteria	BH	2144.9	0	0	92.1	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	194	0	97	0	1973.5	1342	0	0	252.8	0	0	0	538.3	0	0	98.6	0	0	0	0	BH
CBE67608.1	Bacteria	unclassified Bacteria	BH	2139.6	0	0	82.8	107.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.2	0	90.6	0	1864	1338	0	0	278.6	0	0	0	552.2	0	0	95.9	0	0	0	0	BH
CBG39581.1	Bacteria	Proteobacteria	BH	3833.2	0	0	115.9	102.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683.8	0	83.8	639.1	89.1	0	1797.2	2883	0	0	228.8	0	0	0	485.3	0	0	72.4	0	0	0	0	BH
CBH24892.1	Bacteria	FCB group	BH	1985.5	0	0	119	96.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.1	0	85.6	0	1809.2	1335	0	0	261	0	0	14.9	538.1	0	0	91.4	0	0	0	0	BH
CBJ44903.1	Bacteria	Proteobacteria	BH	2144.9	0	0	92.1	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	194	0	97	0	1973.5	1342	0	0	252.8	0	0	0	538.3	0	0	98.6	0	0	0	0	BH
CBJ83166.1	Bacteria	Proteobacteria	BH	2143.1	0	0	96.6	106.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	195.5	0	97.4	0	1965.7	1342	0	0	251.4	0	0	0	539.2	0	0	91.1	0	0	0	0	BH
CBK41053.1	Bacteria	Nitrospirae	BH	2150.9	0	0	116.5	106.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.6	0	85.6	0	1904.4	1319	0	0	272	0	0	0	565.5	0	0	85	0	0	0	0	BH
CBL29011.1	Bacteria	Synergistetes	BH	1969.3	0	0	95.5	101.1	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.8	0	92.2	0	1636.5	1222	0	0	272	0	0	0	516.7	0	0	71.6	0	0	0	0	BH
CBN86314.1	Bacteria	Proteobacteria	BH	2103.3	0	0	71.8	107.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.5	0	94.3	0	1823.9	1392	0	0	239.5	0	0	0	527.2	0	0	89.1	0	0	0	0	BH
CBW28056.1	Bacteria	Proteobacteria	BH	2008.3	0	0	107.5	106.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2	16.9	122.3	0	88.5	0	1783.6	1348	0	0	245.1	0	0	0	531.7	0	0	44.8	0	0	0	0	BH
CBW74542.1	Bacteria	Proteobacteria	BH	2049.2	0	0	88.4	110.6	0	10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	0	126.6	25.6	90.6	0	1799.3	1392	0	0	224.1	0	0	0	527.5	0	0	73.9	14.1	0	0	0	BH
CCC41654.1	Archaea	Euryarchaeota	BH	962.4	0	0	93	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.8	0	88.3	0	337.5	1136	0	0	999.8	0	0	36.2	428.5	0	0	0	0	76.7	0	0	BH
CCC82299.1	Archaea	TACK group	BH	1026.1	0	0	85.8	93.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.6	0	96.1	0	353.7	1127	0	0	995.8	0	0	36.5	439.1	0	0	12.2	0	74.6	0	0	BH
CCJ35104.1	Archaea	Euryarchaeota	BH	974.8	0	13.3	63	90.9	0	0	0	0	0	0	0	0	11.2	0	0	0	0	0	0	0	0	0	0	172.8	0	104.6	0	335.2	1117	0	0	993.5	0	0	37.7	432.1	0	0	0	0	68.9	0	0	BH
CCM10115.1	Bacteria	FCB group	BH	1813.7	0	0	113.6	99.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.8	0	85.3	0	1672.9	1279	0	13.4	271	0	0	0	490.6	0	0	73	0	0	0	11.9	BH
CCQ32816.1	Archaea	Euryarchaeota	BH	963	0	9.7	96.1	84.9	0	0	0	0	0	0	0	0	0	12	7.3	16.3	0	0	0	16.9	0	0	0	166.1	0	101.4	11.1	325.4	1129	0	0	1012.8	0	0	35.3	427.9	0	0	0	0	72.5	0	0	BH
CCQ37956.1	Archaea	Euryarchaeota	BH	960.8	0	9	89.9	85.5	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	168.7	0	106	9.2	323.6	1129	0	0	1019.3	0	0	37.9	429	0	0	0	0	74.3	0	0	BH
CCQ90301.1	Bacteria	Nitrospinae/Tectomicrobia group	BH	2053.6	0	0	100.4	107.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6	0	81	0	90	0	1799.2	1401	0	0	271.1	0	0	0	554.1	0	0	73.9	12.7	0	0	0	BH
CDF28246.1	Archaea	Euryarchaeota	BH	1014.4	0	14.9	89.6	93.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.2	0	105.2	0	350.1	1117	0	0	1021	0	0	49.4	440.1	0	0	17.8	0	77.9	6.6	0	BH
CDF30737.1	Archaea	Euryarchaeota	BH	965.2	0	5.5	86.1	88.5	10.5	0	0	5	0	0	0	0	0	0	0	18.1	0	0	0	0	0	0	0	108.6	0	95.1	0	327.5	1219	0	0	945.8	0	0	56.4	416.7	0	0	0	0	69.3	7.1	0	BH
CDG64345.1	Archaea	Euryarchaeota	BH	1009.5	0	12.1	94.5	90.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.7	0	105.6	0	363	1099	0	0	1029.6	0	0	42.2	447	0	0	16.5	0	71.8	0	0	BH
CDI05204.1	Archaea	TACK group	BH	983.7	0	0	90.6	99.5	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	167.7	0	112.7	0	352.4	1115	0	0	882.3	0	0	33.2	416.2	0	0	0	0	66	0	0	BH
